Index,Destination,Coverage,Datatype,DestCode,Origin,OrigCode,y1990,y1995,y2000,y2005,y2010,y2015,y2020,y2024,DestCodeA3,OrigCodeA3,DestContinent,DestPopulation,OrigContinent,OrigPopulation
17241,Latvia,,B,428,Bolivia,68,0,0,0,0,0,0,1,1,LVA,BOL,Europe,1864,South America,12498
17242,Latvia,,B,428,Brazil,76,8,12,17,27,37,21,46,42,LVA,BRA,Europe,1864,South America,212423
17243,Latvia,,B,428,Chile,152,1,1,2,3,5,5,7,6,LVA,CHL,Europe,1864,South America,19815
17244,Latvia,,B,428,Colombia,170,2,3,4,7,10,6,13,12,LVA,COL,Europe,1864,South America,53163
17245,Latvia,,B,428,Ecuador,218,0,0,0,0,0,2,3,3,LVA,ECU,Europe,1864,South America,18213
17246,Latvia,,B,428,Paraguay,600,1,1,2,1,1,3,0,0,LVA,PRY,Europe,1864,South America,6972
17247,Latvia,,B,428,Peru,604,3,5,7,7,8,7,9,8,LVA,PER,Europe,1864,South America,34401
17248,Latvia,,B,428,Uruguay,858,3,4,5,3,2,3,3,3,LVA,URY,Europe,1864,South America,3386
17249,Latvia,,B,428,Venezuela,862,6,9,12,23,35,22,34,31,LVA,VEN,Europe,1864,South America,28460
17251,Latvia,,B,428,Canada,124,42,64,87,119,148,120,177,163,LVA,CAN,Europe,1864,North America,39946
17252,Latvia,,B,428,Greenland,304,0,0,0,0,1,1,0,0,LVA,GRL,Europe,1864,North America,56
17253,Latvia,,B,428,USA,840,167,323,479,603,712,426,543,500,LVA,USA,Europe,1864,North America,346374
17256,Latvia,,B,428,Australia,36,45,69,93,131,166,83,111,102,LVA,AUS,Europe,1864,Oceania,26845
17257,Latvia,,B,428,New Zealand,554,5,8,11,12,14,5,13,12,LVA,NZL,Europe,1864,Oceania,5234
17259,Latvia,,B,428,Palau,585,1,1,1,0,0,0,0,0,LVA,PLW,Europe,1864,Oceania,18
17260,Latvia,,B,428,Others,2003,0,0,0,0,0,7,22,20,LVA,###,Europe,1864,World,0
17288,Lithuania,,B,440,Eritrea,232,12,9,7,6,5,5,30,32,LTU,ERI,Europe,2851,Africa,3569
17289,Lithuania,,B,440,Ethiopia,231,1,0,0,0,0,1,2,2,LTU,ETH,Europe,2851,Africa,133765
17290,Lithuania,,B,440,Kenya,404,4,3,2,2,1,5,8,8,LTU,KEN,Europe,2851,Africa,56981
17291,Lithuania,,B,440,Madagascar,450,2,1,1,1,1,2,6,6,LTU,MDG,Europe,2851,Africa,32352
17292,Lithuania,,B,440,Malawi,454,0,0,0,0,0,1,0,0,LTU,MWI,Europe,2851,Africa,21934
17293,Lithuania,,B,440,Mauritius,480,1,1,1,1,0,3,2,2,LTU,MUS,Europe,2851,Africa,1270
17294,Lithuania,,B,440,Mozambique,508,0,0,0,0,0,0,1,1,LTU,MOZ,Europe,2851,Africa,35134
17295,Lithuania,,B,440,Rwanda,646,0,0,0,0,0,2,1,1,LTU,RWA,Europe,2851,Africa,14407
17296,Lithuania,,B,440,Somalia,706,1,0,0,0,0,2,1,1,LTU,SOM,Europe,2851,Africa,19332
17297,Lithuania,,B,440,Uganda,800,0,0,0,0,0,1,0,0,LTU,UGA,Europe,2851,Africa,50698
17298,Lithuania,,B,440,Tanzania,834,0,0,0,0,0,3,1,1,LTU,TZA,Europe,2851,Africa,69542
17299,Lithuania,,B,440,Zambia,894,0,0,0,0,0,1,0,0,LTU,ZMB,Europe,2851,Africa,21612
17300,Lithuania,,B,440,Zimbabwe,716,1,1,0,0,0,1,5,5,LTU,ZWE,Europe,2851,Africa,16790
17302,Lithuania,,B,440,Angola,24,1,0,0,0,0,1,2,2,LTU,AGO,Europe,2851,Africa,38459
17303,Lithuania,,B,440,Cameroon,120,13,10,8,7,5,7,30,32,LTU,CMR,Europe,2851,Africa,29500
17304,Lithuania,,B,440,Congo,178,3,3,1,1,1,5,6,6,LTU,COG,Europe,2851,Africa,6408
17305,Lithuania,,B,440,DR Congo,180,2,0,0,0,0,3,3,3,LTU,COD,Europe,2851,Africa,111036
17307,Lithuania,,B,440,Algeria,12,6,4,4,3,3,8,11,12,LTU,DZA,Europe,2851,Africa,47132
17308,Lithuania,,B,440,Egypt,818,3,4,3,31,56,54,86,91,LTU,EGY,Europe,2851,Africa,117498
17309,Lithuania,,B,440,Libya,434,3,2,2,2,1,5,5,5,LTU,LBY,Europe,2851,Africa,7420
17310,Lithuania,,B,440,Morocco,504,5,4,3,3,1,3,14,15,LTU,MAR,Europe,2851,Africa,38261
17311,Lithuania,,B,440,Sudan,729,1,0,0,0,0,2,2,2,LTU,SDN,Europe,2851,Africa,50849
17312,Lithuania,,B,440,Tunisia,788,6,5,4,3,3,12,8,8,LTU,TUN,Europe,2851,Africa,12314
17314,Lithuania,,B,440,Namibia,516,1,0,0,0,0,3,1,1,LTU,NAM,Europe,2851,Africa,3062
17315,Lithuania,,B,440,South Africa,710,12,9,7,6,5,8,25,26,LTU,ZAF,Europe,2851,Africa,64386
17317,Lithuania,,B,440,Benin,204,0,0,0,0,0,1,0,0,LTU,BEN,Europe,2851,Africa,14638
17318,Lithuania,,B,440,Côte d'Ivoire,384,0,0,0,0,0,0,1,1,LTU,CIV,Europe,2851,Africa,32321
17319,Lithuania,,B,440,Gambia,270,0,0,0,0,0,1,0,0,LTU,GMB,Europe,2851,Africa,2791
17320,Lithuania,,B,440,Ghana,288,4,3,2,2,1,4,8,8,LTU,GHA,Europe,2851,Africa,34746
17321,Lithuania,,B,440,Guinea,324,1,0,0,0,0,2,1,1,LTU,GIN,Europe,2851,Africa,14928
17322,Lithuania,,B,440,Liberia,430,3,2,2,2,1,6,5,5,LTU,LBR,Europe,2851,Africa,5672
17323,Lithuania,,B,440,Mali,466,1,0,0,0,0,2,1,1,LTU,MLI,Europe,2851,Africa,24835
17324,Lithuania,,B,440,Mauritania,478,0,0,0,0,0,1,0,0,LTU,MRT,Europe,2851,Africa,5242
17325,Lithuania,,B,440,Nigeria,566,5,5,3,16,28,15,5,5,LTU,NGA,Europe,2851,Africa,235088
17326,Lithuania,,B,440,Togo,768,0,0,0,0,0,1,0,0,LTU,TGO,Europe,2851,Africa,9618
17329,Lithuania,,B,440,Kazakhstan,398,13109,8354,6544,6388,5366,4477,4248,4475,LTU,KAZ,Europe,2851,Asia,20721
17330,Lithuania,,B,440,Kyrgyzstan,417,1006,774,606,569,455,380,347,366,LTU,KGZ,Europe,2851,Asia,7241
17331,Lithuania,,B,440,Tajikistan,762,1481,659,516,487,392,338,361,380,LTU,TJK,Europe,2851,Asia,10690
17332,Lithuania,,B,440,Turkmenistan,795,3341,479,375,356,289,236,207,218,LTU,TKM,Europe,2851,Asia,7558
17333,Lithuania,,B,440,Uzbekistan,860,4197,2077,1626,1480,1133,945,809,852,LTU,UZB,Europe,2851,Asia,36713
17335,Lithuania,,B,440,China,156,157,175,137,105,60,53,191,201,LTU,CHN,Europe,2851,Asia,1417734
17336,Lithuania,,B,440,North Korea,408,4,2,2,2,1,7,6,6,LTU,PRK,Europe,2851,Asia,26537
17337,Lithuania,,B,440,Japan,392,14,15,11,20,28,26,23,24,LTU,JPN,Europe,2851,Asia,123435
17338,Lithuania,,B,440,Mongolia,496,79,88,68,76,75,62,53,56,LTU,MNG,Europe,2851,Asia,3497
17339,Lithuania,,B,440,South Korea,410,4,3,2,2,2,0,13,14,LTU,KOR,Europe,2851,Asia,51697
17341,Lithuania,,B,440,Afghanistan,4,40,45,35,31,24,20,41,43,LTU,AFG,Europe,2851,Asia,43250
17342,Lithuania,,B,440,Bangladesh,50,18,13,10,9,7,5,44,46,LTU,BGD,Europe,2851,Asia,174617
17343,Lithuania,,B,440,India,356,216,169,132,124,95,11,567,597,LTU,IND,Europe,2851,Asia,1457435
17344,Lithuania,,B,440,Iran,364,24,27,21,55,82,121,60,63,LTU,IRN,Europe,2851,Asia,92021
17345,Lithuania,,B,440,Maldives,462,0,0,0,0,0,0,1,1,LTU,MDV,Europe,2851,Asia,529
17346,Lithuania,,B,440,Nepal,524,9,7,6,5,3,12,15,16,LTU,NPL,Europe,2851,Asia,29628
17347,Lithuania,,B,440,Pakistan,586,35,40,31,50,63,91,7,7,LTU,PAK,Europe,2851,Asia,253203
17348,Lithuania,,B,440,Sri Lanka,144,22,18,14,13,10,3,61,64,LTU,LKA,Europe,2851,Asia,23169
17350,Lithuania,,B,440,Cambodia,116,2,2,1,1,1,5,4,4,LTU,KHM,Europe,2851,Asia,17745
17351,Lithuania,,B,440,Indonesia,360,4,3,2,2,1,2,10,11,LTU,IDN,Europe,2851,Asia,284622
17352,Lithuania,,B,440,Laos,418,1,0,0,0,0,0,3,3,LTU,LAO,Europe,2851,Asia,7822
17353,Lithuania,,B,440,Malaysia,458,4,3,1,1,1,1,11,12,LTU,MYS,Europe,2851,Asia,35771
17354,Lithuania,,B,440,Philippines,608,20,16,12,12,8,0,58,61,LTU,PHL,Europe,2851,Asia,116316
17355,Lithuania,,B,440,Singapore,702,4,3,3,2,2,10,5,5,LTU,SGP,Europe,2851,Asia,5852
17356,Lithuania,,B,440,Thailand,764,7,5,4,3,3,2,20,21,LTU,THA,Europe,2851,Asia,71647
17357,Lithuania,,B,440,Vietnam,704,66,74,57,52,40,35,40,42,LTU,VNM,Europe,2851,Asia,101300
17359,Lithuania,,B,440,Armenia,51,815,870,681,729,678,579,427,450,LTU,ARM,Europe,2851,Asia,2963
17360,Lithuania,,B,440,Azerbaijan,31,2193,1711,1340,1271,1031,878,690,727,LTU,AZE,Europe,2851,Asia,10368
17361,Lithuania,,B,440,Bahrain,48,1,1,1,1,0,2,5,5,LTU,BHR,Europe,2851,Asia,1626
17362,Lithuania,,B,440,Cyprus,196,3,4,3,19,33,33,51,54,LTU,CYP,Europe,2851,Asia,1365
17363,Lithuania,,B,440,Georgia,268,2036,1144,896,868,723,656,488,514,LTU,GEO,Europe,2851,Asia,3808
17364,Lithuania,,B,440,Iraq,368,26,20,16,14,11,16,55,58,LTU,IRQ,Europe,2851,Asia,46526
17365,Lithuania,,B,440,Israel,376,30,34,26,34,39,18,146,154,LTU,ISR,Europe,2851,Asia,9452
17366,Lithuania,,B,440,Jordan,400,3,2,1,1,1,2,8,8,LTU,JOR,Europe,2851,Asia,11575
17367,Lithuania,,B,440,Kuwait,414,5,4,3,3,1,11,5,5,LTU,KWT,Europe,2851,Asia,4985
17368,Lithuania,,B,440,Lebanon,422,118,133,104,83,52,31,14,15,LTU,LBN,Europe,2851,Asia,5826
17369,Lithuania,,B,440,Oman,512,2,0,0,0,0,1,5,5,LTU,OMN,Europe,2851,Asia,5398
17370,Lithuania,,B,440,Qatar,634,3,2,2,1,1,2,8,8,LTU,QAT,Europe,2851,Asia,3084
17371,Lithuania,,B,440,Saudi Arabia,682,8,6,4,4,2,8,14,15,LTU,SAU,Europe,2851,Asia,34264
17372,Lithuania,,B,440,Palestine,275,5,4,3,3,1,9,8,8,LTU,PSE,Europe,2851,Asia,5540
17373,Lithuania,,B,440,Syria,760,168,131,103,96,76,20,431,454,LTU,SYR,Europe,2851,Asia,25171
17374,Lithuania,,B,440,Türkiye,792,40,45,35,59,75,64,233,245,LTU,TUR,Europe,2851,Asia,87576
17375,Lithuania,,B,440,UAE,784,17,19,14,21,27,35,61,64,LTU,ARE,Europe,2851,Asia,11215
17378,Lithuania,,B,440,Belarus,112,80249,71602,56088,52280,41370,33613,33813,35625,LTU,BLR,Europe,2851,Europe,9027
17379,Lithuania,,B,440,Bulgaria,100,33,37,28,59,83,74,140,147,LTU,BGR,Europe,2851,Europe,6737
17380,Lithuania,,B,440,Czechia,203,66,74,57,81,94,87,120,126,LTU,CZE,Europe,2851,Europe,10680
17381,Lithuania,,B,440,Hungary,348,132,147,115,123,115,101,140,147,LTU,HUN,Europe,2851,Europe,9663
17382,Lithuania,,B,440,Poland,616,4372,4890,3830,3467,2633,2167,1900,2002,LTU,POL,Europe,2851,Europe,38367
17383,Lithuania,,B,440,Moldova,498,1763,1081,846,834,710,563,936,986,LTU,MDA,Europe,2851,Europe,3017
17384,Lithuania,,B,440,Romania,642,35,40,31,130,213,211,360,379,LTU,ROU,Europe,2851,Europe,18962
17385,Lithuania,,B,440,Russia,643,158448,121622,95271,88849,70305,58511,51718,54490,LTU,RUS,Europe,2851,Europe,144435
17386,Lithuania,,B,440,Slovakia,703,16,18,14,25,34,38,71,75,LTU,SVK,Europe,2851,Europe,5494
17387,Lithuania,,B,440,Ukraine,804,43228,25598,20051,18521,14475,12347,20566,43908,LTU,UKR,Europe,2851,Europe,38279
17389,Lithuania,,B,440,Denmark,208,100,112,87,236,354,377,605,637,LTU,DNK,Europe,2851,Europe,5991
17390,Lithuania,,B,440,Estonia,233,1514,1414,1107,1107,958,816,822,866,LTU,EST,Europe,2851,Europe,1354
17391,Lithuania,,B,440,Finland,246,74,83,65,89,101,108,164,173,LTU,FIN,Europe,2851,Europe,5623
17392,Lithuania,,B,440,Iceland,352,7,8,6,32,54,54,57,60,LTU,ISL,Europe,2851,Europe,396
17393,Lithuania,,B,440,Ireland,372,18,21,16,794,1465,1465,1790,1886,LTU,IRL,Europe,2851,Europe,5283
17394,Lithuania,,B,440,Latvia,428,11157,10638,8333,8048,6670,5630,5722,6029,LTU,LVA,Europe,2851,Europe,1864
17395,Lithuania,,B,440,Norway,578,43,49,38,632,1142,1418,2763,2911,LTU,NOR,Europe,2851,Europe,5604
17396,Lithuania,,B,440,Sweden,752,478,308,241,293,307,312,555,585,LTU,SWE,Europe,2851,Europe,10633
17397,Lithuania,,B,440,UK,826,281,315,246,2224,3901,4306,6620,6975,LTU,GBR,Europe,2851,Europe,69353
17399,Lithuania,,B,440,Albania,8,11,9,6,6,4,4,28,29,LTU,ALB,Europe,2851,Europe,2782
17400,Lithuania,,B,440,Bosnia and Herzegovina,70,1,1,1,1,0,3,2,2,LTU,BIH,Europe,2851,Europe,3153
17401,Lithuania,,B,440,Croatia,191,15,11,8,8,6,7,35,37,LTU,HRV,Europe,2851,Europe,3861
17402,Lithuania,,B,440,Greece,300,10,12,9,35,57,55,103,109,LTU,GRC,Europe,2851,Europe,9959
17403,Lithuania,,B,440,Italy,380,40,45,35,200,338,355,643,677,LTU,ITA,Europe,2851,Europe,59251
17404,Lithuania,,B,440,Malta,470,9,7,6,5,3,9,19,20,LTU,MLT,Europe,2851,Europe,543
17405,Lithuania,,B,440,Macedonia,807,3,2,1,1,1,4,7,7,LTU,MKD,Europe,2851,Europe,1819
17406,Lithuania,,B,440,Portugal,620,3,4,3,33,59,65,128,135,LTU,PRT,Europe,2851,Europe,10420
17407,Lithuania,,B,440,Serbia,688,4,3,3,2,2,2,13,14,LTU,SRB,Europe,2851,Europe,6714
17408,Lithuania,,B,440,Slovenia,705,4,2,2,2,1,3,10,11,LTU,SVN,Europe,2851,Europe,2118
17409,Lithuania,,B,440,Spain,724,1450,935,732,745,658,630,833,878,LTU,ESP,Europe,2851,Europe,47905
17411,Lithuania,,B,440,Austria,40,48,53,41,54,60,60,80,84,LTU,AUT,Europe,2851,Europe,9117
17412,Lithuania,,B,440,Belgium,56,30,34,26,123,205,181,272,287,LTU,BEL,Europe,2851,Europe,11750
17413,Lithuania,,B,440,France,250,215,241,188,280,335,334,519,547,LTU,FRA,Europe,2851,Europe,66601
17414,Lithuania,,B,440,Germany,276,1833,2049,1605,1819,1786,1628,2090,2202,LTU,DEU,Europe,2851,Europe,84409
17415,Lithuania,,B,440,Luxembourg,442,15,11,9,8,6,18,24,25,LTU,LUX,Europe,2851,Europe,677
17416,Lithuania,,B,440,Monaco,492,0,0,0,0,0,2,0,0,LTU,MCO,Europe,2851,Europe,38
17417,Lithuania,,B,440,Netherlands,528,33,37,28,85,131,166,310,327,LTU,NLD,Europe,2851,Europe,18292
17418,Lithuania,,B,440,Switzerland,756,23,26,20,37,50,61,100,105,LTU,CHE,Europe,2851,Europe,8946
17421,Lithuania,,B,440,Aruba,533,0,0,0,0,0,2,1,1,LTU,ABW,Europe,2851,North America,108
17422,Lithuania,,B,440,Bahamas,44,0,0,0,0,0,1,0,0,LTU,BHS,Europe,2851,North America,402
17423,Lithuania,,B,440,Cuba,192,10,7,6,5,5,16,14,15,LTU,CUB,Europe,2851,North America,10959
17424,Lithuania,,B,440,Dominica,212,0,0,0,0,0,1,0,0,LTU,DMA,Europe,2851,North America,66
17425,Lithuania,,B,440,Jamaica,388,0,0,0,0,0,1,0,0,LTU,JAM,Europe,2851,North America,2839
17427,Lithuania,,B,440,Belize,84,0,0,0,0,0,1,0,0,LTU,BLZ,Europe,2851,North America,420
17428,Lithuania,,B,440,Honduras,340,1,0,0,0,0,2,1,1,LTU,HND,Europe,2851,North America,10916
17429,Lithuania,,B,440,Mexico,484,17,13,10,10,7,16,33,35,LTU,MEX,Europe,2851,North America,131414
17430,Lithuania,,B,440,Nicaragua,558,0,0,0,0,0,0,1,1,LTU,NIC,Europe,2851,North America,6962
17432,Lithuania,,B,440,Argentina,32,83,93,72,74,67,53,65,68,LTU,ARG,Europe,2851,South America,45775
17433,Lithuania,,B,440,Bolivia,68,1,1,0,0,0,3,1,1,LTU,BOL,Europe,2851,South America,12498
17434,Lithuania,,B,440,Brazil,76,75,84,65,72,70,61,77,81,LTU,BRA,Europe,2851,South America,212423
17435,Lithuania,,B,440,Chile,152,3,2,1,1,0,6,4,4,LTU,CHL,Europe,2851,South America,19815
17436,Lithuania,,B,440,Colombia,170,10,7,5,5,4,10,19,20,LTU,COL,Europe,2851,South America,53163
17437,Lithuania,,B,440,Ecuador,218,1,1,0,0,0,1,5,5,LTU,ECU,Europe,2851,South America,18213
17438,Lithuania,,B,440,Guyana,328,0,0,0,0,0,0,1,1,LTU,GUY,Europe,2851,South America,834
17439,Lithuania,,B,440,Paraguay,600,0,0,0,0,0,3,0,0,LTU,PRY,Europe,2851,South America,6972
17440,Lithuania,,B,440,Peru,604,5,3,3,3,1,5,11,12,LTU,PER,Europe,2851,South America,34401
17441,Lithuania,,B,440,Suriname,740,0,0,0,0,0,1,0,0,LTU,SUR,Europe,2851,South America,637
17442,Lithuania,,B,440,Uruguay,858,22,25,19,24,26,25,17,18,LTU,URY,Europe,2851,South America,3386
17443,Lithuania,,B,440,Venezuela,862,11,9,6,6,4,9,24,25,LTU,VEN,Europe,2851,South America,28460
17445,Lithuania,,B,440,Canada,124,66,74,57,49,36,29,38,40,LTU,CAN,Europe,2851,North America,39946
17446,Lithuania,,B,440,USA,840,1170,1310,1026,936,719,554,588,619,LTU,USA,Europe,2851,North America,346374
17449,Lithuania,,B,440,Australia,36,22,25,19,33,44,41,57,60,LTU,AUS,Europe,2851,Oceania,26845
17450,Lithuania,,B,440,New Zealand,554,6,4,4,3,2,8,11,12,LTU,NZL,Europe,2851,Oceania,5234
17452,Lithuania,,B,440,Samoa,882,0,0,0,0,0,1,0,0,LTU,WSM,Europe,2851,Oceania,219
17453,Lithuania,,B,440,Others,2003,12565,13143,10327,5582,97,8,13,12,LTU,###,Europe,2851,World,0
17481,Norway,,B,578,Burundi,108,0,3,58,440,895,1014,1123,1249,NOR,BDI,Europe,5604,Africa,14221
17482,Norway,,B,578,Comoros,174,1,1,1,2,4,6,4,4,NOR,COM,Europe,5604,Africa,875
17483,Norway,,B,578,Djibouti,262,6,3,11,12,34,58,61,68,NOR,DJI,Europe,5604,Africa,1177
17484,Norway,,B,578,Eritrea,232,19,44,530,1780,4828,15150,22974,25546,NOR,ERI,Europe,5604,Africa,3569
17485,Norway,,B,578,Ethiopia,231,1681,2227,2567,3028,5137,7900,9493,10556,NOR,ETH,Europe,5604,Africa,133765
17486,Norway,,B,578,Kenya,404,489,618,827,1077,1496,1964,2309,2567,NOR,KEN,Europe,5604,Africa,56981
17487,Norway,,B,578,Madagascar,450,337,365,371,419,444,471,492,547,NOR,MDG,Europe,5604,Africa,32352
17488,Norway,,B,578,Malawi,454,8,3,12,55,93,119,112,125,NOR,MWI,Europe,5604,Africa,21934
17489,Norway,,B,578,Mauritius,480,145,148,138,147,173,187,196,218,NOR,MUS,Europe,5604,Africa,1270
17490,Norway,,B,578,Mayotte,175,0,0,0,0,1,0,0,0,NOR,MYT,Europe,5604,Africa,332
17491,Norway,,B,578,Mozambique,508,22,32,60,102,138,191,193,215,NOR,MOZ,Europe,5604,Africa,35134
17492,Norway,,B,578,Rwanda,646,6,33,148,316,530,612,662,736,NOR,RWA,Europe,5604,Africa,14407
17493,Norway,,B,578,Seychelles,690,2,3,4,5,12,12,13,14,NOR,SYC,Europe,5604,Africa,132
17494,Norway,,B,578,Somalia,706,1286,3293,6445,12645,17925,27009,29034,32285,NOR,SOM,Europe,5604,Africa,19332
17495,Norway,,B,578,South Sudan,728,0,0,0,0,0,65,178,198,NOR,SSD,Europe,5604,Africa,12067
17496,Norway,,B,578,Uganda,800,242,325,459,629,824,1126,1586,1764,NOR,UGA,Europe,5604,Africa,50698
17497,Norway,,B,578,Tanzania,834,248,350,507,647,832,931,935,1040,NOR,TZA,Europe,5604,Africa,69542
17498,Norway,,B,578,Zambia,894,115,140,184,252,463,537,558,620,NOR,ZMB,Europe,5604,Africa,21612
17499,Norway,,B,578,Zimbabwe,716,70,90,148,180,228,291,319,355,NOR,ZWE,Europe,5604,Africa,16790
17501,Norway,,B,578,Angola,24,30,41,103,239,377,490,496,552,NOR,AGO,Europe,5604,Africa,38459
17502,Norway,,B,578,Cameroon,120,121,149,197,365,543,677,814,905,NOR,CMR,Europe,5604,Africa,29500
17503,Norway,,B,578,Central African Republic,140,4,5,6,8,7,19,26,29,NOR,CAF,Europe,5604,Africa,5421
17504,Norway,,B,578,Chad,148,7,9,7,16,23,24,31,34,NOR,TCD,Europe,5604,Africa,20728
17505,Norway,,B,578,Congo,178,132,172,266,681,145,222,254,282,NOR,COG,Europe,5604,Africa,6408
17506,Norway,,B,578,DR Congo,180,32,27,34,144,1689,2186,2798,3111,NOR,COD,Europe,5604,Africa,111036
17507,Norway,,B,578,Equatorial Guinea,226,1,2,3,4,3,12,13,14,NOR,GNQ,Europe,5604,Africa,1915
17508,Norway,,B,578,Gabon,266,2,2,3,4,8,9,11,12,NOR,GAB,Europe,5604,Africa,2566
17509,Norway,,B,578,Sao Tome and Principe,678,0,1,2,2,2,10,5,6,NOR,STP,Europe,5604,Africa,238
17511,Norway,,B,578,Algeria,12,448,558,731,912,1113,1210,1283,1427,NOR,DZA,Europe,5604,Africa,47132
17512,Norway,,B,578,Egypt,818,290,310,383,500,726,1071,1355,1507,NOR,EGY,Europe,5604,Africa,117498
17513,Norway,,B,578,Libya,434,57,54,70,196,284,539,760,845,NOR,LBY,Europe,5604,Africa,7420
17514,Norway,,B,578,Morocco,504,2393,3044,3719,4309,4874,5522,6199,6893,NOR,MAR,Europe,5604,Africa,38261
17515,Norway,,B,578,Sudan,729,68,138,341,659,1061,3264,4794,5331,NOR,SDN,Europe,5604,Africa,50849
17516,Norway,,B,578,Tunisia,788,375,447,530,644,855,1003,1133,1260,NOR,TUN,Europe,5604,Africa,12314
17517,Norway,,B,578,Western Sahara,732,0,0,0,5,0,42,30,33,NOR,ESH,Europe,5604,Africa,596
17519,Norway,,B,578,Botswana,72,35,36,82,96,110,118,118,131,NOR,BWA,Europe,5604,Africa,2542
17520,Norway,,B,578,Eswatini,748,3,4,6,7,14,15,19,21,NOR,SWZ,Europe,5604,Africa,1249
17521,Norway,,B,578,Lesotho,426,2,3,3,5,9,14,9,10,NOR,LSO,Europe,5604,Africa,2350
17522,Norway,,B,578,Namibia,516,19,20,39,72,81,82,99,110,NOR,NAM,Europe,5604,Africa,3062
17523,Norway,,B,578,South Africa,710,629,641,744,833,1160,1450,1741,1936,NOR,ZAF,Europe,5604,Africa,64386
17525,Norway,,B,578,Benin,204,11,3,7,8,18,28,27,30,NOR,BEN,Europe,5604,Africa,14638
17526,Norway,,B,578,Burkina Faso,854,19,10,11,15,23,31,32,36,NOR,BFA,Europe,5604,Africa,23812
17527,Norway,,B,578,Cabo Verde,132,163,167,234,251,382,405,406,451,NOR,CPV,Europe,5604,Africa,526
17528,Norway,,B,578,Côte d'Ivoire,384,71,92,122,184,282,336,369,410,NOR,CIV,Europe,5604,Africa,32321
17529,Norway,,B,578,Gambia,270,570,676,789,879,1012,1151,1252,1392,NOR,GMB,Europe,5604,Africa,2791
17530,Norway,,B,578,Ghana,288,736,1104,1050,1198,1524,1879,2094,2328,NOR,GHA,Europe,5604,Africa,34746
17531,Norway,,B,578,Guinea,324,29,27,30,77,163,273,298,331,NOR,GIN,Europe,5604,Africa,14928
17532,Norway,,B,578,Guinea-Bissau,624,9,10,13,13,22,64,68,76,NOR,GNB,Europe,5604,Africa,2225
17533,Norway,,B,578,Liberia,430,66,71,70,846,895,922,955,1062,NOR,LBR,Europe,5604,Africa,5672
17534,Norway,,B,578,Mali,466,5,14,17,34,39,53,57,63,NOR,MLI,Europe,5604,Africa,24835
17535,Norway,,B,578,Mauritania,478,3,7,12,10,18,60,69,77,NOR,MRT,Europe,5604,Africa,5242
17536,Norway,,B,578,Niger,562,0,5,6,22,35,48,56,62,NOR,NER,Europe,5604,Africa,27472
17537,Norway,,B,578,Nigeria,566,306,370,414,579,1002,1776,1977,2198,NOR,NGA,Europe,5604,Africa,235088
17538,Norway,,B,578,Saint Helena,654,0,1,1,1,4,4,3,3,NOR,SHN,Europe,5604,Africa,5
17539,Norway,,B,578,Senegal,686,36,44,71,98,173,253,310,345,NOR,SEN,Europe,5604,Africa,18716
17540,Norway,,B,578,Sierra Leone,694,143,153,195,372,468,514,518,576,NOR,SLE,Europe,5604,Africa,8731
17541,Norway,,B,578,Togo,768,53,39,63,67,95,115,113,126,NOR,TGO,Europe,5604,Africa,9618
17544,Norway,,B,578,Kazakhstan,398,0,6,46,290,646,931,973,1082,NOR,KAZ,Europe,5604,Asia,20721
17545,Norway,,B,578,Kyrgyzstan,417,0,0,6,53,141,192,236,262,NOR,KGZ,Europe,5604,Asia,7241
17546,Norway,,B,578,Tajikistan,762,0,0,10,52,91,108,121,135,NOR,TJK,Europe,5604,Asia,10690
17547,Norway,,B,578,Turkmenistan,795,0,0,9,42,57,76,87,97,NOR,TKM,Europe,5604,Asia,7558
17548,Norway,,B,578,Uzbekistan,860,3,4,30,110,302,488,660,734,NOR,UZB,Europe,5604,Asia,36713
17550,Norway,,B,578,China,156,1862,2878,3617,5938,9823,12197,13579,15099,NOR,CHN,Europe,5604,Asia,1417734
17551,Norway,,B,578,Hong Kong,344,728,854,884,910,1643,2344,2673,2972,NOR,HKG,Europe,5604,Asia,7397
17552,Norway,,B,578,Macao,446,17,22,28,61,61,88,101,112,NOR,MAC,Europe,5604,Asia,722
17553,Norway,,B,578,North Korea,408,26,23,25,27,40,37,36,40,NOR,PRK,Europe,5604,Asia,26537
17554,Norway,,B,578,Japan,392,826,867,926,953,1181,1381,1540,1712,NOR,JPN,Europe,5604,Asia,123435
17555,Norway,,B,578,Mongolia,496,0,0,8,42,94,146,154,171,NOR,MNG,Europe,5604,Asia,3497
17556,Norway,,B,578,South Korea,410,4821,5355,5966,6514,7056,7413,7832,8709,NOR,KOR,Europe,5604,Asia,51697
17558,Norway,,B,578,Afghanistan,4,253,351,638,5023,8836,13124,17242,19172,NOR,AFG,Europe,5604,Asia,43250
17559,Norway,,B,578,Bangladesh,50,558,492,485,553,704,997,1331,1480,NOR,BGD,Europe,5604,Asia,174617
17560,Norway,,B,578,Bhutan,64,5,8,15,22,233,365,373,415,NOR,BTN,Europe,5604,Asia,794
17561,Norway,,B,578,India,356,4422,4621,5130,5806,8132,11845,14726,16374,NOR,IND,Europe,5604,Asia,1457435
17562,Norway,,B,578,Iran,364,5198,7055,8857,11527,13037,16043,18379,20436,NOR,IRN,Europe,5604,Asia,92021
