Index,Destination,DestCode,Origin,OrigCode,Immigrants,DestCodeA3,OrigCodeA3
9830,Mauritania,478,Egypt,818,263,MRT,EGY
9831,Mauritania,478,Libya,434,161,MRT,LBY
9832,Mauritania,478,Morocco,504,401,MRT,MAR
9833,Mauritania,478,Tunisia,788,290,MRT,TUN
9834,Mauritania,478,Western Sahara,732,32947,MRT,ESH
9836,Mauritania,478,Benin,204,647,MRT,BEN
9837,Mauritania,478,Côte d'Ivoire,384,542,MRT,CIV
9838,Mauritania,478,Ghana,288,240,MRT,GHA
9839,Mauritania,478,Guinea,324,3650,MRT,GIN
9840,Mauritania,478,Guinea-Bissau,624,1415,MRT,GNB
9841,Mauritania,478,Mali,466,122945,MRT,MLI
9842,Mauritania,478,Niger,562,174,MRT,NER
9843,Mauritania,478,Senegal,686,20739,MRT,SEN
9844,Mauritania,478,Togo,768,168,MRT,TGO
9847,Mauritania,478,China,156,185,MRT,CHN
9848,Mauritania,478,South Korea,410,80,MRT,KOR
9850,Mauritania,478,Iraq,368,131,MRT,IRQ
9851,Mauritania,478,Kuwait,414,35,MRT,KWT
9852,Mauritania,478,Lebanon,422,138,MRT,LBN
9853,Mauritania,478,Saudi Arabia,682,357,MRT,SAU
9854,Mauritania,478,Palestine,275,188,MRT,PSE
9855,Mauritania,478,Syria,760,651,MRT,SYR
9856,Mauritania,478,UAE,784,78,MRT,ARE
9859,Mauritania,478,Russia,643,69,MRT,RUS
9861,Mauritania,478,Italy,380,62,MRT,ITA
9862,Mauritania,478,Spain,724,97,MRT,ESP
9864,Mauritania,478,Belgium,56,69,MRT,BEL
9867,Mauritania,478,Argentina,32,76,MRT,ARG
9868,Mauritania,478,Brazil,76,186,MRT,BRA
9870,Mauritania,478,Canada,124,57,MRT,CAN
9871,Mauritania,478,USA,840,125,MRT,USA
9872,Mauritania,478,Others,2003,6130,MRT,###
9890,Niger,562,Cameroon,120,685,NER,CMR
9891,Niger,562,Chad,148,1883,NER,TCD
9893,Niger,562,Algeria,12,758,NER,DZA
9894,Niger,562,Libya,434,258,NER,LBY
9895,Niger,562,Sudan,729,2286,NER,SDN
9897,Niger,562,Benin,204,29525,NER,BEN
9898,Niger,562,Burkina Faso,854,31858,NER,BFA
9899,Niger,562,Côte d'Ivoire,384,2337,NER,CIV
9900,Niger,562,Ghana,288,2769,NER,GHA
9901,Niger,562,Mali,466,140431,NER,MLI
9902,Niger,562,Nigeria,566,199722,NER,NGA
9903,Niger,562,Senegal,686,1895,NER,SEN
9904,Niger,562,Togo,768,15994,NER,TGO
9905,Niger,562,Others,2003,18835,NER,###
9920,Nigeria,566,Cameroon,120,56288,NGA,CMR
9921,Nigeria,566,Chad,148,33524,NGA,TCD
9923,Nigeria,566,Benin,204,404468,NGA,BEN
9924,Nigeria,566,Ghana,288,255531,NGA,GHA
9925,Nigeria,566,Liberia,430,23602,NGA,LBR
9926,Nigeria,566,Mali,466,184965,NGA,MLI
9927,Nigeria,566,Niger,562,129540,NGA,NER
9928,Nigeria,566,Sierra Leone,694,4679,NGA,SLE
9929,Nigeria,566,Togo,768,169717,NGA,TGO
9930,Nigeria,566,Others,2003,140967,NGA,###
9945,Saint Helena,654,South Africa,710,86,SHN,ZAF
9948,Saint Helena,654,UK,826,323,SHN,GBR
9949,Saint Helena,654,Others,2003,83,SHN,###
9972,Senegal,686,Rwanda,646,289,SEN,RWA
9974,Senegal,686,Cameroon,120,1076,SEN,CMR
9975,Senegal,686,Central African Republic,140,741,SEN,CAF
9976,Senegal,686,DR Congo,180,371,SEN,COD
9978,Senegal,686,Algeria,12,4447,SEN,DZA
9979,Senegal,686,Morocco,504,4376,SEN,MAR
9981,Senegal,686,Benin,204,3834,SEN,BEN
9982,Senegal,686,Côte d'Ivoire,384,3002,SEN,CIV
9983,Senegal,686,Gambia,270,5764,SEN,GMB
9984,Senegal,686,Ghana,288,1892,SEN,GHA
9985,Senegal,686,Guinea,324,54779,SEN,GIN
9986,Senegal,686,Guinea-Bissau,624,31321,SEN,GNB
9987,Senegal,686,Liberia,430,459,SEN,LBR
9988,Senegal,686,Mali,466,36252,SEN,MLI
9989,Senegal,686,Mauritania,478,47547,SEN,MRT
9990,Senegal,686,Niger,562,1796,SEN,NER
9991,Senegal,686,Nigeria,566,869,SEN,NGA
9992,Senegal,686,Sierra Leone,694,15843,SEN,SLE
9993,Senegal,686,Togo,768,1783,SEN,TGO
9996,Senegal,686,Lebanon,422,1169,SEN,LBN
9997,Senegal,686,Saudi Arabia,682,1513,SEN,SAU
9998,Senegal,686,Türkiye,792,89,SEN,TUR
10001,Senegal,686,France,250,14719,SEN,FRA
10002,Senegal,686,Germany,276,927,SEN,DEU
10005,Senegal,686,Brazil,76,687,SEN,BRA
10007,Senegal,686,USA,840,847,SEN,USA
10008,Senegal,686,Others,2003,45475,SEN,###
10032,Sierra Leone,694,Eritrea,232,0,SLE,ERI
10033,Sierra Leone,694,Kenya,404,24,SLE,KEN
10034,Sierra Leone,694,Rwanda,646,0,SLE,RWA
10035,Sierra Leone,694,Zambia,894,16,SLE,ZMB
10037,Sierra Leone,694,Chad,148,0,SLE,TCD
10038,Sierra Leone,694,DR Congo,180,0,SLE,COD
10039,Sierra Leone,694,Equatorial Guinea,226,0,SLE,GNQ
10041,Sierra Leone,694,Sudan,729,7,SLE,SDN
10043,Sierra Leone,694,South Africa,710,72,SLE,ZAF
10045,Sierra Leone,694,Benin,204,94,SLE,BEN
10046,Sierra Leone,694,Burkina Faso,854,7,SLE,BFA
10047,Sierra Leone,694,Cabo Verde,132,82,SLE,CPV
10048,Sierra Leone,694,Côte d'Ivoire,384,110,SLE,CIV
10049,Sierra Leone,694,Gambia,270,487,SLE,GMB
10050,Sierra Leone,694,Ghana,288,874,SLE,GHA
10051,Sierra Leone,694,Guinea,324,33542,SLE,GIN
10052,Sierra Leone,694,Guinea-Bissau,624,605,SLE,GNB
10053,Sierra Leone,694,Liberia,430,8462,SLE,LBR
10054,Sierra Leone,694,Mali,466,244,SLE,MLI
10055,Sierra Leone,694,Mauritania,478,83,SLE,MRT
10056,Sierra Leone,694,Niger,562,44,SLE,NER
10057,Sierra Leone,694,Nigeria,566,2024,SLE,NGA
10058,Sierra Leone,694,Senegal,686,285,SLE,SEN
10059,Sierra Leone,694,Togo,768,20,SLE,TGO
10062,Sierra Leone,694,China,156,174,SLE,CHN
10063,Sierra Leone,694,North Korea,408,2,SLE,PRK
10064,Sierra Leone,694,Japan,392,0,SLE,JPN
10065,Sierra Leone,694,South Korea,410,1,SLE,KOR
10067,Sierra Leone,694,India,356,892,SLE,IND
10068,Sierra Leone,694,Pakistan,586,80,SLE,PAK
10070,Sierra Leone,694,Vietnam,704,0,SLE,VNM
10072,Sierra Leone,694,Iraq,368,0,SLE,IRQ
10073,Sierra Leone,694,Lebanon,422,545,SLE,LBN
10076,Sierra Leone,694,Russia,643,63,SLE,RUS
10078,Sierra Leone,694,UK,826,131,SLE,GBR
10080,Sierra Leone,694,Germany,276,30,SLE,DEU
10082,Sierra Leone,694,Canada,124,15,SLE,CAN
10083,Sierra Leone,694,USA,840,141,SLE,USA
10084,Sierra Leone,694,Others,2003,841,SLE,###
10106,Togo,768,Rwanda,646,674,TGO,RWA
10108,Togo,768,Cameroon,120,707,TGO,CMR
10109,Togo,768,Central African Republic,140,380,TGO,CAF
10110,Togo,768,Chad,148,723,TGO,TCD
10111,Togo,768,Congo,178,260,TGO,COG
10112,Togo,768,DR Congo,180,661,TGO,COD
10113,Togo,768,Equatorial Guinea,226,108,TGO,GNQ
10114,Togo,768,Gabon,266,910,TGO,GAB
10115,Togo,768,Sao Tome and Principe,678,40,TGO,STP
10117,Togo,768,Benin,204,72863,TGO,BEN
10118,Togo,768,Burkina Faso,854,13866,TGO,BFA
10119,Togo,768,Cabo Verde,132,39,TGO,CPV
10120,Togo,768,Côte d'Ivoire,384,5841,TGO,CIV
10121,Togo,768,Gambia,270,1079,TGO,GMB
10122,Togo,768,Ghana,288,47579,TGO,GHA
10123,Togo,768,Guinea,324,3392,TGO,GIN
10124,Togo,768,Guinea-Bissau,624,131,TGO,GNB
10125,Togo,768,Liberia,430,169,TGO,LBR
10126,Togo,768,Mali,466,8256,TGO,MLI
10127,Togo,768,Mauritania,478,145,TGO,MRT
10128,Togo,768,Niger,562,66820,TGO,NER
10129,Togo,768,Nigeria,566,32503,TGO,NGA
10130,Togo,768,Senegal,686,1023,TGO,SEN
10131,Togo,768,Sierra Leone,694,106,TGO,SLE
10134,Togo,768,China,156,525,TGO,CHN
10137,Togo,768,Belgium,56,64,TGO,BEL
10138,Togo,768,France,250,804,TGO,FRA
10139,Togo,768,Germany,276,202,TGO,DEU
10141,Togo,768,Canada,124,47,TGO,CAN
10142,Togo,768,USA,840,183,TGO,USA
10143,Togo,768,Others,2003,21894,TGO,###
10468,Kazakhstan,398,Kyrgyzstan,417,100242,KAZ,KGZ
10469,Kazakhstan,398,Tajikistan,762,27922,KAZ,TJK
10470,Kazakhstan,398,Turkmenistan,795,117117,KAZ,TKM
10471,Kazakhstan,398,Uzbekistan,860,744161,KAZ,UZB
10473,Kazakhstan,398,China,156,196398,KAZ,CHN
10474,Kazakhstan,398,Mongolia,496,75801,KAZ,MNG
10475,Kazakhstan,398,South Korea,410,1104,KAZ,KOR
10477,Kazakhstan,398,Afghanistan,4,8919,KAZ,AFG
10478,Kazakhstan,398,India,356,1190,KAZ,IND
10479,Kazakhstan,398,Iran,364,3012,KAZ,IRN
10480,Kazakhstan,398,Pakistan,586,563,KAZ,PAK
10482,Kazakhstan,398,Armenia,51,6889,KAZ,ARM
10483,Kazakhstan,398,Azerbaijan,31,18451,KAZ,AZE
10484,Kazakhstan,398,Georgia,268,12026,KAZ,GEO
10485,Kazakhstan,398,Israel,376,261,KAZ,ISR
10486,Kazakhstan,398,Palestine,275,7,KAZ,PSE
10487,Kazakhstan,398,Türkiye,792,6713,KAZ,TUR
10488,Kazakhstan,398,UAE,784,724,KAZ,ARE
10491,Kazakhstan,398,Belarus,112,23013,KAZ,BLR
10492,Kazakhstan,398,Poland,616,631,KAZ,POL
10493,Kazakhstan,398,Moldova,498,6912,KAZ,MDA
10494,Kazakhstan,398,Russia,643,552258,KAZ,RUS
10495,Kazakhstan,398,Ukraine,804,74585,KAZ,UKR
10497,Kazakhstan,398,Estonia,233,1346,KAZ,EST
10498,Kazakhstan,398,Latvia,428,777,KAZ,LVA
10499,Kazakhstan,398,Lithuania,440,1391,KAZ,LTU
10501,Kazakhstan,398,Germany,276,2608,KAZ,DEU
10503,Kazakhstan,398,USA,840,672,KAZ,USA
10504,Kazakhstan,398,Others,2003,104104,KAZ,###
10525,Kyrgyzstan,417,Kazakhstan,398,12333,KGZ,KAZ
10526,Kyrgyzstan,417,Tajikistan,762,2101,KGZ,TJK
10527,Kyrgyzstan,417,Turkmenistan,795,952,KGZ,TKM
10528,Kyrgyzstan,417,Uzbekistan,860,8752,KGZ,UZB
10530,Kyrgyzstan,417,China,156,256,KGZ,CHN
10531,Kyrgyzstan,417,North Korea,408,1693,KGZ,PRK
10532,Kyrgyzstan,417,South Korea,410,220,KGZ,KOR
10534,Kyrgyzstan,417,Vietnam,704,100,KGZ,VNM
10536,Kyrgyzstan,417,Armenia,51,2266,KGZ,ARM
10537,Kyrgyzstan,417,Azerbaijan,31,4458,KGZ,AZE
10538,Kyrgyzstan,417,Georgia,268,3116,KGZ,GEO
10539,Kyrgyzstan,417,Türkiye,792,999,KGZ,TUR
10542,Kyrgyzstan,417,Belarus,112,9480,KGZ,BLR
10543,Kyrgyzstan,417,Poland,616,3060,KGZ,POL
10544,Kyrgyzstan,417,Moldova,498,2533,KGZ,MDA
10545,Kyrgyzstan,417,Romania,642,458,KGZ,ROU
10546,Kyrgyzstan,417,Russia,643,106559,KGZ,RUS
10547,Kyrgyzstan,417,Ukraine,804,25517,KGZ,UKR
10549,Kyrgyzstan,417,Estonia,233,545,KGZ,EST
10550,Kyrgyzstan,417,Finland,246,109,KGZ,FIN
10551,Kyrgyzstan,417,Latvia,428,859,KGZ,LVA
10552,Kyrgyzstan,417,Lithuania,440,2524,KGZ,LTU
10554,Kyrgyzstan,417,Germany,276,1734,KGZ,DEU
10555,Kyrgyzstan,417,Others,2003,4192,KGZ,###
10581,Tajikistan,762,Zambia,894,21,TJK,ZMB
10583,Tajikistan,762,Algeria,12,128,TJK,DZA
10585,Tajikistan,762,Niger,562,20,TJK,NER
10588,Tajikistan,762,Kazakhstan,398,842,TJK,KAZ
10589,Tajikistan,762,Kyrgyzstan,417,11382,TJK,KGZ
10590,Tajikistan,762,Turkmenistan,795,447,TJK,TKM
10591,Tajikistan,762,Uzbekistan,860,7583,TJK,UZB
10593,Tajikistan,762,China,156,46,TJK,CHN
10594,Tajikistan,762,North Korea,408,154,TJK,PRK
10596,Tajikistan,762,Afghanistan,4,12467,TJK,AFG
10597,Tajikistan,762,India,356,620,TJK,IND
10598,Tajikistan,762,Iran,364,1203,TJK,IRN
10599,Tajikistan,762,Pakistan,586,103,TJK,PAK
10601,Tajikistan,762,Brunei,96,21,TJK,BRN
10603,Tajikistan,762,Armenia,51,194,TJK,ARM
10604,Tajikistan,762,Azerbaijan,31,168,TJK,AZE
10605,Tajikistan,762,Georgia,268,666,TJK,GEO
10606,Tajikistan,762,Iraq,368,60,TJK,IRQ
10607,Tajikistan,762,Oman,512,34,TJK,OMN
10608,Tajikistan,762,Türkiye,792,779,TJK,TUR
10611,Tajikistan,762,Belarus,112,682,TJK,BLR
10612,Tajikistan,762,Poland,616,35,TJK,POL
10613,Tajikistan,762,Moldova,498,790,TJK,MDA
10614,Tajikistan,762,Russia,643,235636,TJK,RUS
10615,Tajikistan,762,Ukraine,804,1215,TJK,UKR
10617,Tajikistan,762,Denmark,208,129,TJK,DNK
10618,Tajikistan,762,UK,826,314,TJK,GBR
10620,Tajikistan,762,Austria,40,61,TJK,AUT
10621,Tajikistan,762,Germany,276,132,TJK,DEU
10622,Tajikistan,762,Netherlands,528,48,TJK,NLD
10623,Tajikistan,762,Switzerland,756,50,TJK,CHE
10626,Tajikistan,762,United States Virgin Islands,850,20,TJK,VIR
10628,Tajikistan,762,Canada,124,47,TJK,CAN
10629,Tajikistan,762,USA,840,274,TJK,USA
10632,Tajikistan,762,New Zealand,554,107,TJK,NZL
10633,Tajikistan,762,Others,2003,299,TJK,###
10654,Turkmenistan,795,Kazakhstan,398,19875,TKM,KAZ
10655,Turkmenistan,795,Tajikistan,762,1456,TKM,TJK
10656,Turkmenistan,795,Uzbekistan,860,66605,TKM,UZB
10658,Turkmenistan,795,Afghanistan,4,197,TKM,AFG
10659,Turkmenistan,795,Iran,364,1876,TKM,IRN
10661,Turkmenistan,795,Armenia,51,7016,TKM,ARM
10662,Turkmenistan,795,Azerbaijan,31,7551,TKM,AZE
10665,Turkmenistan,795,Belarus,112,2030,TKM,BLR
10666,Turkmenistan,795,Russia,643,74157,TKM,RUS
10667,Turkmenistan,795,Ukraine,804,7905,TKM,UKR
10669,Turkmenistan,795,Germany,276,1023,TKM,DEU
10670,Turkmenistan,795,Others,2003,4072,TKM,###
10689,Uzbekistan,860,Kazakhstan,398,13013,UZB,KAZ
10690,Uzbekistan,860,Kyrgyzstan,417,4827,UZB,KGZ
10691,Uzbekistan,860,Tajikistan,762,11339,UZB,TJK
10692,Uzbekistan,860,Turkmenistan,795,751,UZB,TKM
10694,Uzbekistan,860,Armenia,51,5789,UZB,ARM
10695,Uzbekistan,860,Azerbaijan,31,20079,UZB,AZE
10698,Uzbekistan,860,Belarus,112,26170,UZB,BLR
10699,Uzbekistan,860,Russia,643,865767,UZB,RUS
10700,Uzbekistan,860,Ukraine,804,122908,UZB,UKR
10702,Uzbekistan,860,Germany,276,8491,UZB,DEU
10703,Uzbekistan,860,Others,2003,75829,UZB,###
10888,China,156,Burundi,108,516,CHN,BDI
10889,China,156,Ethiopia,231,1704,CHN,ETH
10890,China,156,Kenya,404,1078,CHN,KEN
10891,China,156,Madagascar,450,705,CHN,MDG
10892,China,156,Mauritius,480,198,CHN,MUS
10893,China,156,Rwanda,646,1400,CHN,RWA
10894,China,156,Somalia,706,638,CHN,SOM
10895,China,156,Uganda,800,917,CHN,UGA
10896,China,156,Tanzania,834,1967,CHN,TZA
10897,China,156,Zambia,894,1737,CHN,ZMB
10898,China,156,Zimbabwe,716,2913,CHN,ZWE
10900,China,156,Cameroon,120,2133,CHN,CMR
10901,China,156,Congo,178,1263,CHN,COG
10902,China,156,DR Congo,180,1091,CHN,COD
10903,China,156,Equatorial Guinea,226,602,CHN,GNQ
10905,China,156,Algeria,12,379,CHN,DZA
10906,China,156,Egypt,818,1423,CHN,EGY
10907,China,156,Morocco,504,1026,CHN,MAR
10908,China,156,Sudan,729,796,CHN,SDN
10910,China,156,South Africa,710,5129,CHN,ZAF
10912,China,156,Côte d'Ivoire,384,588,CHN,CIV
10913,China,156,Ghana,288,3252,CHN,GHA
10914,China,156,Guinea,324,724,CHN,GIN
10915,China,156,Liberia,430,794,CHN,LBR
10916,China,156,Mali,466,960,CHN,MLI
10917,China,156,Nigeria,566,4915,CHN,NGA
10920,China,156,Kazakhstan,398,1862,CHN,KAZ
10921,China,156,Kyrgyzstan,417,591,CHN,KGZ
10922,China,156,Tajikistan,762,651,CHN,TJK
10923,China,156,Turkmenistan,795,1169,CHN,TKM
10924,China,156,Uzbekistan,860,1611,CHN,UZB
10926,China,156,Hong Kong,344,421605,CHN,HKG
10927,China,156,Macao,446,59238,CHN,MAC
10928,China,156,Taiwan,158,170422,CHN,TWN
10929,China,156,North Korea,408,9636,CHN,PRK
10930,China,156,Japan,392,40436,CHN,JPN
10931,China,156,Mongolia,496,1078,CHN,MNG
10932,China,156,South Korea,410,65073,CHN,KOR
10934,China,156,Afghanistan,4,1569,CHN,AFG
10935,China,156,Bangladesh,50,3569,CHN,BGD
10936,China,156,Bhutan,64,113,CHN,BTN
10937,China,156,India,356,7765,CHN,IND
10938,China,156,Iran,364,1331,CHN,IRN
10939,China,156,Nepal,524,1388,CHN,NPL
10940,China,156,Pakistan,586,8464,CHN,PAK
10941,China,156,Sri Lanka,144,378,CHN,LKA
10943,China,156,Cambodia,116,6091,CHN,KHM
10944,China,156,Indonesia,360,3725,CHN,IDN
10945,China,156,Laos,418,9927,CHN,LAO
10946,China,156,Malaysia,458,9810,CHN,MYS
10947,China,156,Myanmar,104,367052,CHN,MMR
10948,China,156,Philippines,608,5817,CHN,PHL
10949,China,156,Singapore,702,9088,CHN,SGP
10950,China,156,Thailand,764,5498,CHN,THA
10951,China,156,Vietnam,704,88254,CHN,VNM
10953,China,156,Azerbaijan,31,222,CHN,AZE
10954,China,156,Iraq,368,482,CHN,IRQ
10955,China,156,Israel,376,602,CHN,ISR
10956,China,156,Jordan,400,434,CHN,JOR
10957,China,156,Saudi Arabia,682,276,CHN,SAU
10958,China,156,Syria,760,1147,CHN,SYR
10959,China,156,Türkiye,792,1152,CHN,TUR
10960,China,156,Yemen,887,4407,CHN,YEM
10963,China,156,Belarus,112,1913,CHN,BLR
10964,China,156,Poland,616,798,CHN,POL
10965,China,156,Russia,643,21040,CHN,RUS
10966,China,156,Ukraine,804,9603,CHN,UKR
10968,China,156,Denmark,208,837,CHN,DNK
10969,China,156,Finland,246,575,CHN,FIN
10970,China,156,Ireland,372,1102,CHN,IRL
10971,China,156,Norway,578,398,CHN,NOR
10972,China,156,Sweden,752,1427,CHN,SWE
10973,China,156,UK,826,13630,CHN,GBR
10975,China,156,Italy,380,4682,CHN,ITA
10976,China,156,Serbia,688,771,CHN,SRB
10977,China,156,Spain,724,2945,CHN,ESP
10979,China,156,Austria,40,1022,CHN,AUT
10980,China,156,Belgium,56,1179,CHN,BEL
10981,China,156,France,250,10089,CHN,FRA
10982,China,156,Germany,276,12294,CHN,DEU
10983,China,156,Netherlands,528,2508,CHN,NLD
10984,China,156,Switzerland,756,749,CHN,CHE
10987,China,156,Cuba,192,587,CHN,CUB
10988,China,156,Jamaica,388,572,CHN,JAM
10990,China,156,Mexico,484,1590,CHN,MEX
10991,China,156,Panama,591,800,CHN,PAN
10993,China,156,Argentina,32,7565,CHN,ARG
10994,China,156,Brazil,76,4866,CHN,BRA
10995,China,156,Chile,152,930,CHN,CHL
10996,China,156,Colombia,170,951,CHN,COL
10997,China,156,Ecuador,218,807,CHN,ECU
10998,China,156,Peru,604,767,CHN,PER
10999,China,156,Venezuela,862,5886,CHN,VEN
11001,China,156,Canada,124,23177,CHN,CAN
11002,China,156,USA,840,60434,CHN,USA
11005,China,156,Australia,36,13927,CHN,AUS
11006,China,156,New Zealand,554,3811,CHN,NZL
11007,China,156,Others,2003,73705,CHN,###
11029,Hong Kong,344,China,156,2490414,HKG,CHN
11030,Hong Kong,344,Macao,446,76947,HKG,MAC
11031,Hong Kong,344,Japan,392,15307,HKG,JPN
11032,Hong Kong,344,South Korea,410,5214,HKG,KOR
11034,Hong Kong,344,Bangladesh,50,478,HKG,BGD
11035,Hong Kong,344,India,356,19427,HKG,IND
11036,Hong Kong,344,Nepal,524,10073,HKG,NPL
11037,Hong Kong,344,Pakistan,586,8150,HKG,PAK
11038,Hong Kong,344,Sri Lanka,144,843,HKG,LKA
11040,Hong Kong,344,Indonesia,360,145244,HKG,IDN
11041,Hong Kong,344,Malaysia,458,16481,HKG,MYS
11042,Hong Kong,344,Philippines,608,127244,HKG,PHL
11043,Hong Kong,344,Singapore,702,10660,HKG,SGP
11044,Hong Kong,344,Thailand,764,20710,HKG,THA
11045,Hong Kong,344,Vietnam,704,11794,HKG,VNM
11048,Hong Kong,344,Russia,643,93,HKG,RUS
11050,Hong Kong,344,Ireland,372,749,HKG,IRL
11051,Hong Kong,344,UK,826,19063,HKG,GBR
11053,Hong Kong,344,Italy,380,692,HKG,ITA
11054,Hong Kong,344,Portugal,620,117,HKG,PRT
11055,Hong Kong,344,Spain,724,432,HKG,ESP
11057,Hong Kong,344,France,250,2367,HKG,FRA
11058,Hong Kong,344,Germany,276,2128,HKG,DEU
11059,Hong Kong,344,Netherlands,528,1099,HKG,NLD
11060,Hong Kong,344,Switzerland,756,783,HKG,CHE
11062,Hong Kong,344,Canada,124,15819,HKG,CAN
11063,Hong Kong,344,USA,840,14298,HKG,USA
11066,Hong Kong,344,Australia,36,9809,HKG,AUS
11067,Hong Kong,344,New Zealand,554,2425,HKG,NZL
11068,Hong Kong,344,Others,2003,34458,HKG,###
11085,Macao,446,China,156,317977,MAC,CHN
11086,Macao,446,Hong Kong,344,23816,MAC,HKG
11088,Macao,446,Philippines,608,31921,MAC,PHL
11089,Macao,446,Thailand,764,1722,MAC,THA
11092,Macao,446,Portugal,620,2223,MAC,PRT
11093,Macao,446,Others,2003,49203,MAC,###
11113,Taiwan,158,China,156,249651,TWN,CHN
11114,Taiwan,158,Hong Kong,344,20726,TWN,HKG
11115,Taiwan,158,Macao,446,1803,TWN,MAC
11116,Taiwan,158,Japan,392,13789,TWN,JPN
11117,Taiwan,158,South Korea,410,4824,TWN,KOR
11119,Taiwan,158,India,356,5550,TWN,IND
11121,Taiwan,158,Indonesia,360,292830,TWN,IDN
11122,Taiwan,158,Malaysia,458,24506,TWN,MYS
11123,Taiwan,158,Philippines,608,151810,TWN,PHL
11124,Taiwan,158,Singapore,702,1903,TWN,SGP
11125,Taiwan,158,Thailand,764,80032,TWN,THA
11126,Taiwan,158,Vietnam,704,263078,TWN,VNM
11129,Taiwan,158,UK,826,2528,TWN,GBR
11131,Taiwan,158,Italy,380,522,TWN,ITA
11132,Taiwan,158,Portugal,620,295,TWN,PRT
11133,Taiwan,158,Spain,724,411,TWN,ESP
11135,Taiwan,158,Belgium,56,203,TWN,BEL
11136,Taiwan,158,France,250,1670,TWN,FRA
11137,Taiwan,158,Germany,276,1131,TWN,DEU
11138,Taiwan,158,Netherlands,528,364,TWN,NLD
11140,Taiwan,158,Canada,124,2517,TWN,CAN
11141,Taiwan,158,USA,840,10072,TWN,USA
11144,Taiwan,158,Australia,36,931,TWN,AUS
11145,Taiwan,158,Others,2003,5279,TWN,###
11166,North Korea,408,China,156,29771,PRK,CHN
11167,North Korea,408,Hong Kong,344,169,PRK,HKG
11168,North Korea,408,Japan,392,218,PRK,JPN
11169,North Korea,408,South Korea,410,5574,PRK,KOR
11171,North Korea,408,Bangladesh,50,156,PRK,BGD
11172,North Korea,408,India,356,377,PRK,IND
11173,North Korea,408,Pakistan,586,175,PRK,PAK
11174,North Korea,408,Sri Lanka,144,157,PRK,LKA
11176,North Korea,408,Indonesia,360,1470,PRK,IDN
11177,North Korea,408,Malaysia,458,202,PRK,MYS
11178,North Korea,408,Philippines,608,3044,PRK,PHL
11179,North Korea,408,Thailand,764,584,PRK,THA
11180,North Korea,408,Vietnam,704,780,PRK,VNM
11183,North Korea,408,Russia,643,149,PRK,RUS
11185,North Korea,408,UK,826,315,PRK,GBR
11188,North Korea,408,Brazil,76,2892,PRK,BRA
11189,North Korea,408,Peru,604,543,PRK,PER
11191,North Korea,408,Canada,124,343,PRK,CAN
11192,North Korea,408,USA,840,1068,PRK,USA
11195,North Korea,408,Australia,36,208,PRK,AUS
11196,North Korea,408,Others,2003,2244,PRK,###
11222,Japan,392,Kenya,404,1041,JPN,KEN
11224,Japan,392,Cameroon,120,1290,JPN,CMR
11226,Japan,392,Egypt,818,2236,JPN,EGY
11228,Japan,392,South Africa,710,1415,JPN,ZAF
11230,Japan,392,Ghana,288,2838,JPN,GHA
11231,Japan,392,Nigeria,566,3939,JPN,NGA
11232,Japan,392,Senegal,686,1032,JPN,SEN
11235,Japan,392,Uzbekistan,860,6912,JPN,UZB
11237,Japan,392,China,156,809893,JPN,CHN
11238,Japan,392,Hong Kong,344,13895,JPN,HKG
11239,Japan,392,Taiwan,158,62144,JPN,TWN
11240,Japan,392,North Korea,408,23696,JPN,PRK
11241,Japan,392,Mongolia,496,20179,JPN,MNG
11242,Japan,392,South Korea,410,393944,JPN,KOR
11244,Japan,392,Afghanistan,4,6050,JPN,AFG
11245,Japan,392,Bangladesh,50,28989,JPN,BGD
11246,Japan,392,India,356,49313,JPN,IND
11247,Japan,392,Iran,364,4201,JPN,IRN
11248,Japan,392,Nepal,524,185644,JPN,NPL
11249,Japan,392,Pakistan,586,25754,JPN,PAK
11250,Japan,392,Sri Lanka,144,49037,JPN,LKA
11252,Japan,392,Cambodia,116,24912,JPN,KHM
11253,Japan,392,Indonesia,360,157343,JPN,IDN
11254,Japan,392,Laos,418,3865,JPN,LAO
11255,Japan,392,Malaysia,458,11275,JPN,MYS
11256,Japan,392,Myanmar,104,92214,JPN,MMR
11257,Japan,392,Philippines,608,319772,JPN,PHL
11258,Japan,392,Singapore,702,3472,JPN,SGP
11259,Japan,392,Thailand,764,61263,JPN,THA
11260,Japan,392,Vietnam,704,589874,JPN,VNM
11262,Japan,392,Syria,760,1451,JPN,SYR
11263,Japan,392,Türkiye,792,6403,JPN,TUR
11266,Japan,392,Poland,616,1756,JPN,POL
11267,Japan,392,Romania,642,2212,JPN,ROU
11268,Japan,392,Russia,643,11547,JPN,RUS
11269,Japan,392,Ukraine,804,4229,JPN,UKR
11271,Japan,392,Denmark,208,937,JPN,DNK
11272,Japan,392,Ireland,372,1295,JPN,IRL
11273,Japan,392,Sweden,752,1820,JPN,SWE
11274,Japan,392,UK,826,19617,JPN,GBR
11276,Japan,392,Italy,380,5245,JPN,ITA
11277,Japan,392,Spain,724,3896,JPN,ESP
11279,Japan,392,Belgium,56,1063,JPN,BEL
11280,Japan,392,France,250,15078,JPN,FRA
11281,Japan,392,Germany,276,8181,JPN,DEU
11282,Japan,392,Netherlands,528,1798,JPN,NLD
11283,Japan,392,Switzerland,756,1323,JPN,CHE
