Index,Destination,DestCode,Origin,OrigCode,Immigrants,DestCodeA3,OrigCodeA3
6459,Burundi,108,Kenya,404,1377,BDI,KEN
6460,Burundi,108,Rwanda,646,85969,BDI,RWA
6461,Burundi,108,Uganda,800,1188,BDI,UGA
6462,Burundi,108,Tanzania,834,37409,BDI,TZA
6464,Burundi,108,DR Congo,180,224091,BDI,COD
6467,Burundi,108,Belgium,56,806,BDI,BEL
6468,Burundi,108,France,250,402,BDI,FRA
6469,Burundi,108,Others,2003,35859,BDI,###
6487,Comoros,174,Kenya,404,74,COM,KEN
6488,Comoros,174,Madagascar,450,9569,COM,MDG
6489,Comoros,174,Réunion,638,842,COM,REU
6490,Comoros,174,Tanzania,834,142,COM,TZA
6493,Comoros,174,France,250,477,COM,FRA
6494,Comoros,174,Others,2003,1345,COM,###
6507,Djibouti,262,Ethiopia,231,13235,DJI,ETH
6508,Djibouti,262,Somalia,706,99940,DJI,SOM
6511,Djibouti,262,Yemen,887,5600,DJI,YEM
6512,Djibouti,262,Others,2003,7221,DJI,###
6536,Eritrea,232,Burundi,108,820,ERI,BDI
6537,Eritrea,232,Comoros,174,149,ERI,COM
6538,Eritrea,232,Ethiopia,231,84,ERI,ETH
6539,Eritrea,232,Kenya,404,274,ERI,KEN
6540,Eritrea,232,Malawi,454,604,ERI,MWI
6541,Eritrea,232,Mozambique,508,867,ERI,MOZ
6542,Eritrea,232,Rwanda,646,365,ERI,RWA
6543,Eritrea,232,Somalia,706,1937,ERI,SOM
6544,Eritrea,232,South Sudan,728,1167,ERI,SSD
6545,Eritrea,232,Uganda,800,1195,ERI,UGA
6546,Eritrea,232,Tanzania,834,412,ERI,TZA
6547,Eritrea,232,Zambia,894,188,ERI,ZMB
6548,Eritrea,232,Zimbabwe,716,253,ERI,ZWE
6550,Eritrea,232,Angola,24,270,ERI,AGO
6551,Eritrea,232,DR Congo,180,1324,ERI,COD
6553,Eritrea,232,Sudan,729,163,ERI,SDN
6555,Eritrea,232,South Africa,710,95,ERI,ZAF
6558,Eritrea,232,China,156,105,ERI,CHN
6560,Eritrea,232,India,356,92,ERI,IND
6563,Eritrea,232,UK,826,43,ERI,GBR
6565,Eritrea,232,France,250,341,ERI,FRA
6566,Eritrea,232,Others,2003,1764,ERI,###
6585,Ethiopia,231,Burundi,108,130,ETH,BDI
6586,Ethiopia,231,Djibouti,262,1364,ETH,DJI
6587,Ethiopia,231,Eritrea,232,176860,ETH,ERI
6588,Ethiopia,231,Kenya,404,5564,ETH,KEN
6589,Ethiopia,231,Somalia,706,389246,ETH,SOM
6590,Ethiopia,231,South Sudan,728,443743,ETH,SSD
6591,Ethiopia,231,Uganda,800,18,ETH,UGA
6593,Ethiopia,231,DR Congo,180,1041,ETH,COD
6595,Ethiopia,231,Sudan,729,88958,ETH,SDN
6598,Ethiopia,231,China,156,26824,ETH,CHN
6600,Ethiopia,231,Syria,760,679,ETH,SYR
6601,Ethiopia,231,Yemen,887,2503,ETH,YEM
6602,Ethiopia,231,Others,2003,31525,ETH,###
6620,Kenya,404,Burundi,108,14270,KEN,BDI
6621,Kenya,404,Eritrea,232,1749,KEN,ERI
6622,Kenya,404,Ethiopia,231,30353,KEN,ETH
6623,Kenya,404,Mozambique,508,494,KEN,MOZ
6624,Kenya,404,Rwanda,646,5208,KEN,RWA
6625,Kenya,404,Somalia,706,401953,KEN,SOM
6626,Kenya,404,South Sudan,728,114885,KEN,SSD
6627,Kenya,404,Uganda,800,274655,KEN,UGA
6628,Kenya,404,Tanzania,834,32860,KEN,TZA
6630,Kenya,404,DR Congo,180,41186,KEN,COD
6632,Kenya,404,Sudan,729,9381,KEN,SDN
6634,Kenya,404,Namibia,516,55,KEN,NAM
6635,Kenya,404,South Africa,710,91,KEN,ZAF
6636,Kenya,404,Others,2003,65396,KEN,###
6657,Madagascar,450,Comoros,174,13199,MDG,COM
6660,Madagascar,450,China,156,2382,MDG,CHN
6662,Madagascar,450,India,356,1902,MDG,IND
6665,Madagascar,450,France,250,10776,MDG,FRA
6666,Madagascar,450,Others,2003,10366,MDG,###
6687,Malawi,454,Burundi,108,9834,MWI,BDI
6688,Malawi,454,Mozambique,508,39156,MWI,MOZ
6689,Malawi,454,Rwanda,646,6128,MWI,RWA
6690,Malawi,454,Somalia,706,100,MWI,SOM
6691,Malawi,454,Tanzania,834,6870,MWI,TZA
6692,Malawi,454,Zambia,894,30614,MWI,ZMB
6693,Malawi,454,Zimbabwe,716,26561,MWI,ZWE
6695,Malawi,454,Congo,178,1008,MWI,COG
6696,Malawi,454,DR Congo,180,27099,MWI,COD
6698,Malawi,454,South Africa,710,5907,MWI,ZAF
6701,Malawi,454,India,356,1727,MWI,IND
6704,Malawi,454,UK,826,1055,MWI,GBR
6705,Malawi,454,Others,2003,30660,MWI,###
6727,Mauritius,480,Madagascar,450,2321,MUS,MDG
6728,Mauritius,480,Seychelles,690,125,MUS,SYC
6730,Mauritius,480,South Africa,710,632,MUS,ZAF
6733,Mauritius,480,China,156,3007,MUS,CHN
6734,Mauritius,480,Hong Kong,344,22,MUS,HKG
6735,Mauritius,480,Japan,392,8,MUS,JPN
6737,Mauritius,480,Bangladesh,50,8488,MUS,BGD
6738,Mauritius,480,India,356,8855,MUS,IND
6739,Mauritius,480,Pakistan,586,189,MUS,PAK
6740,Mauritius,480,Sri Lanka,144,1147,MUS,LKA
6742,Mauritius,480,Malaysia,458,61,MUS,MYS
6745,Mauritius,480,Russia,643,48,MUS,RUS
6747,Mauritius,480,Ireland,372,49,MUS,IRL
6748,Mauritius,480,UK,826,462,MUS,GBR
6750,Mauritius,480,Italy,380,147,MUS,ITA
6751,Mauritius,480,Spain,724,26,MUS,ESP
6753,Mauritius,480,Belgium,56,119,MUS,BEL
6754,Mauritius,480,France,250,1532,MUS,FRA
6755,Mauritius,480,Germany,276,137,MUS,DEU
6756,Mauritius,480,Switzerland,756,105,MUS,CHE
6758,Mauritius,480,Canada,124,35,MUS,CAN
6759,Mauritius,480,USA,840,48,MUS,USA
6760,Mauritius,480,Others,2003,1579,MUS,###
6778,Mayotte,175,Comoros,174,111502,MYT,COM
6779,Mayotte,175,Madagascar,450,10316,MYT,MDG
6782,Mayotte,175,France,250,18736,MYT,FRA
6783,Mayotte,175,Others,2003,2974,MYT,###
6805,Mozambique,508,Burundi,108,8742,MOZ,BDI
6806,Mozambique,508,Kenya,404,25824,MOZ,KEN
6807,Mozambique,508,Malawi,454,65284,MOZ,MWI
6808,Mozambique,508,Seychelles,690,17655,MOZ,SYC
6809,Mozambique,508,Tanzania,834,7736,MOZ,TZA
6810,Mozambique,508,Zambia,894,5539,MOZ,ZMB
6811,Mozambique,508,Zimbabwe,716,101486,MOZ,ZWE
6813,Mozambique,508,Angola,24,40741,MOZ,AGO
6814,Mozambique,508,DR Congo,180,11941,MOZ,COD
6816,Mozambique,508,Lesotho,426,8173,MOZ,LSO
6817,Mozambique,508,South Africa,710,21022,MOZ,ZAF
6819,Mozambique,508,Cabo Verde,132,7107,MOZ,CPV
6820,Mozambique,508,Nigeria,566,5582,MOZ,NGA
6823,Mozambique,508,India,356,2559,MOZ,IND
6824,Mozambique,508,Pakistan,586,1472,MOZ,PAK
6827,Mozambique,508,Portugal,620,4741,MOZ,PRT
6828,Mozambique,508,Others,2003,17539,MOZ,###
6848,Réunion,638,Comoros,174,2360,REU,COM
6849,Réunion,638,Madagascar,450,17859,REU,MDG
6850,Réunion,638,Mauritius,480,5390,REU,MUS
6851,Réunion,638,Mayotte,175,6933,REU,MYT
6854,Réunion,638,France,250,89556,REU,FRA
6855,Réunion,638,Others,2003,13436,REU,###
6870,Rwanda,646,Burundi,108,130912,RWA,BDI
6871,Rwanda,646,Kenya,404,2572,RWA,KEN
6872,Rwanda,646,Uganda,800,91955,RWA,UGA
6873,Rwanda,646,Tanzania,834,42664,RWA,TZA
6875,Rwanda,646,DR Congo,180,236385,RWA,COD
6876,Rwanda,646,Others,2003,8828,RWA,###
6901,Seychelles,690,Kenya,404,422,SYC,KEN
6902,Seychelles,690,Madagascar,450,829,SYC,MDG
6903,Seychelles,690,Mauritius,480,573,SYC,MUS
6904,Seychelles,690,Somalia,706,64,SYC,SOM
6905,Seychelles,690,Uganda,800,27,SYC,UGA
6907,Seychelles,690,South Africa,710,262,SYC,ZAF
6909,Seychelles,690,Nigeria,566,139,SYC,NGA
6912,Seychelles,690,China,156,527,SYC,CHN
6914,Seychelles,690,Bangladesh,50,227,SYC,BGD
6915,Seychelles,690,India,356,6735,SYC,IND
6916,Seychelles,690,Maldives,462,38,SYC,MDV
6917,Seychelles,690,Nepal,524,180,SYC,NPL
6918,Seychelles,690,Pakistan,586,23,SYC,PAK
6919,Seychelles,690,Sri Lanka,144,619,SYC,LKA
6921,Seychelles,690,Indonesia,360,145,SYC,IDN
6922,Seychelles,690,Philippines,608,730,SYC,PHL
6923,Seychelles,690,Thailand,764,246,SYC,THA
6926,Seychelles,690,Russia,643,99,SYC,RUS
6928,Seychelles,690,UK,826,300,SYC,GBR
6930,Seychelles,690,Italy,380,125,SYC,ITA
6931,Seychelles,690,Spain,724,23,SYC,ESP
6933,Seychelles,690,Belgium,56,38,SYC,BEL
6934,Seychelles,690,France,250,246,SYC,FRA
6935,Seychelles,690,Germany,276,86,SYC,DEU
6938,Seychelles,690,Cuba,192,43,SYC,CUB
6941,Seychelles,690,Australia,36,51,SYC,AUS
6942,Seychelles,690,Others,2003,464,SYC,###
6955,Somalia,706,Eritrea,232,48,SOM,ERI
6956,Somalia,706,Ethiopia,231,28964,SOM,ETH
6959,Somalia,706,Yemen,887,17680,SOM,YEM
6960,Somalia,706,Others,2003,31280,SOM,###
6979,South Sudan,728,Eritrea,232,3524,SSD,ERI
6980,South Sudan,728,Ethiopia,231,13582,SSD,ETH
6981,South Sudan,728,Kenya,404,10153,SSD,KEN
6982,South Sudan,728,Uganda,800,156437,SSD,UGA
6984,South Sudan,728,Central African Republic,140,4859,SSD,CAF
6985,South Sudan,728,Chad,148,5506,SSD,TCD
6986,South Sudan,728,DR Congo,180,97364,SSD,COD
6988,South Sudan,728,Egypt,818,5465,SSD,EGY
6989,South Sudan,728,Libya,434,162,SSD,LBY
6990,South Sudan,728,Sudan,729,608817,SSD,SDN
6992,South Sudan,728,Mali,466,215,SSD,MLI
6993,South Sudan,728,Nigeria,566,3756,SSD,NGA
6996,South Sudan,728,India,356,1501,SSD,IND
6997,South Sudan,728,Others,2003,2660,SSD,###
7018,Uganda,800,Burundi,108,42181,UGA,BDI
7019,Uganda,800,Eritrea,232,41731,UGA,ERI
7020,Uganda,800,Ethiopia,231,10059,UGA,ETH
7021,Uganda,800,Kenya,404,23416,UGA,KEN
7022,Uganda,800,Rwanda,646,79149,UGA,RWA
7023,Uganda,800,Somalia,706,65070,UGA,SOM
7024,Uganda,800,South Sudan,728,923658,UGA,SSD
7025,Uganda,800,Tanzania,834,22790,UGA,TZA
7027,Uganda,800,DR Congo,180,637206,UGA,COD
7029,Uganda,800,Sudan,729,141990,UGA,SDN
7032,Uganda,800,UK,826,62,UGA,GBR
7034,Uganda,800,Canada,124,241,UGA,CAN
7035,Uganda,800,USA,840,1422,UGA,USA
7038,Uganda,800,Australia,36,210,UGA,AUS
7039,Uganda,800,Others,2003,68574,UGA,###
7061,Tanzania,834,Burundi,108,241069,TZA,BDI
7062,Tanzania,834,Comoros,174,578,TZA,COM
7063,Tanzania,834,Kenya,404,26345,TZA,KEN
7064,Tanzania,834,Malawi,454,6678,TZA,MWI
7065,Tanzania,834,Mauritius,480,185,TZA,MUS
7066,Tanzania,834,Mozambique,508,14166,TZA,MOZ
7067,Tanzania,834,Rwanda,646,561,TZA,RWA
7068,Tanzania,834,Seychelles,690,360,TZA,SYC
7069,Tanzania,834,Somalia,706,2867,TZA,SOM
7070,Tanzania,834,Uganda,800,4695,TZA,UGA
7071,Tanzania,834,Zambia,894,8289,TZA,ZMB
7072,Tanzania,834,Zimbabwe,716,824,TZA,ZWE
7074,Tanzania,834,Angola,24,1210,TZA,AGO
7075,Tanzania,834,Congo,178,24189,TZA,COG
7076,Tanzania,834,DR Congo,180,76772,TZA,COD
7078,Tanzania,834,Botswana,72,136,TZA,BWA
7079,Tanzania,834,Eswatini,748,84,TZA,SWZ
7080,Tanzania,834,Lesotho,426,143,TZA,LSO
7081,Tanzania,834,Namibia,516,622,TZA,NAM
7082,Tanzania,834,South Africa,710,687,TZA,ZAF
7085,Tanzania,834,India,356,7744,TZA,IND
7086,Tanzania,834,Pakistan,586,646,TZA,PAK
7089,Tanzania,834,UK,826,1025,TZA,GBR
7091,Tanzania,834,Italy,380,555,TZA,ITA
7093,Tanzania,834,Germany,276,934,TZA,DEU
7095,Tanzania,834,Canada,124,283,TZA,CAN
7096,Tanzania,834,USA,840,1247,TZA,USA
7097,Tanzania,834,Others,2003,39477,TZA,###
7121,Zambia,894,Burundi,108,9305,ZMB,BDI
7122,Zambia,894,Kenya,404,875,ZMB,KEN
7123,Zambia,894,Malawi,454,17796,ZMB,MWI
7124,Zambia,894,Mozambique,508,2125,ZMB,MOZ
7125,Zambia,894,Rwanda,646,12201,ZMB,RWA
7126,Zambia,894,Uganda,800,741,ZMB,UGA
7127,Zambia,894,Tanzania,834,8773,ZMB,TZA
7128,Zambia,894,Zimbabwe,716,22297,ZMB,ZWE
7130,Zambia,894,Angola,24,41665,ZMB,AGO
7131,Zambia,894,Cameroon,120,396,ZMB,CMR
7132,Zambia,894,Congo,178,13869,ZMB,COG
7133,Zambia,894,DR Congo,180,67171,ZMB,COD
7135,Zambia,894,Egypt,818,265,ZMB,EGY
7137,Zambia,894,Botswana,72,1498,ZMB,BWA
7138,Zambia,894,Namibia,516,1026,ZMB,NAM
7139,Zambia,894,South Africa,710,5022,ZMB,ZAF
7141,Zambia,894,Ghana,288,284,ZMB,GHA
7142,Zambia,894,Mali,466,354,ZMB,MLI
7143,Zambia,894,Nigeria,566,829,ZMB,NGA
7144,Zambia,894,Senegal,686,232,ZMB,SEN
7147,Zambia,894,China,156,1645,ZMB,CHN
7148,Zambia,894,Japan,392,163,ZMB,JPN
7150,Zambia,894,India,356,7569,ZMB,IND
7153,Zambia,894,UK,826,2100,ZMB,GBR
7155,Zambia,894,France,250,111,ZMB,FRA
7156,Zambia,894,Germany,276,452,ZMB,DEU
7158,Zambia,894,Canada,124,326,ZMB,CAN
7159,Zambia,894,USA,840,1550,ZMB,USA
7162,Zambia,894,Australia,36,428,ZMB,AUS
7163,Zambia,894,Others,2003,28137,ZMB,###
7183,Zimbabwe,716,Malawi,454,111872,ZWE,MWI
7184,Zimbabwe,716,Mozambique,508,126753,ZWE,MOZ
7185,Zimbabwe,716,Zambia,894,32680,ZWE,ZMB
7187,Zimbabwe,716,Botswana,72,3985,ZWE,BWA
7188,Zimbabwe,716,South Africa,710,20346,ZWE,ZAF
7191,Zimbabwe,716,UK,826,13101,ZWE,GBR
7192,Zimbabwe,716,Others,2003,120371,ZWE,###
7320,Angola,24,Mozambique,508,256,AGO,MOZ
7321,Angola,24,Rwanda,646,1299,AGO,RWA
7322,Angola,24,Zambia,894,316,AGO,ZMB
7324,Angola,24,Chad,148,1947,AGO,TCD
7325,Angola,24,Congo,178,1091,AGO,COG
7326,Angola,24,DR Congo,180,93210,AGO,COD
7327,Angola,24,Sao Tome and Principe,678,7062,AGO,STP
7329,Angola,24,Namibia,516,917,AGO,NAM
7330,Angola,24,South Africa,710,6487,AGO,ZAF
7332,Angola,24,Cabo Verde,132,9497,AGO,CPV
7333,Angola,24,Côte d'Ivoire,384,13031,AGO,CIV
7334,Angola,24,Guinea,324,18697,AGO,GIN
7337,Angola,24,Portugal,620,5454,AGO,PRT
7338,Angola,24,Others,2003,517243,AGO,###
7358,Cameroon,120,Angola,24,3303,CMR,AGO
7359,Cameroon,120,Central African Republic,140,336349,CMR,CAF
7360,Cameroon,120,Chad,148,30917,CMR,TCD
7361,Cameroon,120,Congo,178,3817,CMR,COG
7362,Cameroon,120,DR Congo,180,5273,CMR,COD
7363,Cameroon,120,Equatorial Guinea,226,4341,CMR,GNQ
7364,Cameroon,120,Gabon,266,1363,CMR,GAB
7366,Cameroon,120,Benin,204,3103,CMR,BEN
7367,Cameroon,120,Guinea,324,5918,CMR,GIN
7368,Cameroon,120,Liberia,430,5501,CMR,LBR
7369,Cameroon,120,Mali,466,10608,CMR,MLI
7370,Cameroon,120,Niger,562,13583,CMR,NER
7371,Cameroon,120,Nigeria,566,188266,CMR,NGA
7372,Cameroon,120,Senegal,686,4077,CMR,SEN
7375,Cameroon,120,UK,826,327,CMR,GBR
7377,Cameroon,120,Greece,300,244,CMR,GRC
7378,Cameroon,120,Italy,380,655,CMR,ITA
7380,Cameroon,120,France,250,5968,CMR,FRA
7381,Cameroon,120,Germany,276,377,CMR,DEU
7382,Cameroon,120,Netherlands,528,204,CMR,NLD
7384,Cameroon,120,Canada,124,230,CMR,CAN
7385,Cameroon,120,USA,840,1057,CMR,USA
7386,Cameroon,120,Others,2003,17467,CMR,###
7409,Central African Republic,140,South Sudan,728,2388,CAF,SSD
7411,Central African Republic,140,Chad,148,11328,CAF,TCD
7412,Central African Republic,140,DR Congo,180,19448,CAF,COD
7413,Central African Republic,140,Sao Tome and Principe,678,82,CAF,STP
7415,Central African Republic,140,Egypt,818,42,CAF,EGY
7416,Central African Republic,140,Sudan,729,22100,CAF,SDN
7418,Central African Republic,140,South Africa,710,57,CAF,ZAF
7420,Central African Republic,140,Mali,466,339,CAF,MLI
7421,Central African Republic,140,Togo,768,9,CAF,TGO
7424,Central African Republic,140,Cyprus,196,6,CAF,CYP
7425,Central African Republic,140,Türkiye,792,6,CAF,TUR
7428,Central African Republic,140,Russia,643,153,CAF,RUS
7430,Central African Republic,140,Denmark,208,1,CAF,DNK
7431,Central African Republic,140,Ireland,372,11,CAF,IRL
7432,Central African Republic,140,Sweden,752,13,CAF,SWE
7434,Central African Republic,140,Italy,380,75,CAF,ITA
7435,Central African Republic,140,Slovenia,705,47,CAF,SVN
7437,Central African Republic,140,Austria,40,23,CAF,AUT
7438,Central African Republic,140,France,250,10823,CAF,FRA
7439,Central African Republic,140,Netherlands,528,36,CAF,NLD
7440,Central African Republic,140,Switzerland,756,163,CAF,CHE
7442,Central African Republic,140,Canada,124,208,CAF,CAN
7443,Central African Republic,140,USA,840,618,CAF,USA
7446,Central African Republic,140,Australia,36,11,CAF,AUS
7447,Central African Republic,140,Others,2003,26569,CAF,###
7468,Chad,148,Cameroon,120,40472,TCD,CMR
7469,Chad,148,Central African Republic,140,115460,TCD,CAF
7470,Chad,148,Congo,178,1113,TCD,COG
7471,Chad,148,DR Congo,180,399,TCD,COD
7472,Chad,148,Gabon,266,455,TCD,GAB
7474,Chad,148,Libya,434,1708,TCD,LBY
7475,Chad,148,Sudan,729,1071034,TCD,SDN
7477,Chad,148,Niger,562,4073,TCD,NER
7478,Chad,148,Nigeria,566,14802,TCD,NGA
7481,Chad,148,France,250,1381,TCD,FRA
7482,Chad,148,Others,2003,18776,TCD,###
7506,Congo,178,Rwanda,646,24825,COG,RWA
7508,Congo,178,Angola,24,40756,COG,AGO
7509,Congo,178,Cameroon,120,11167,COG,CMR
7510,Congo,178,Central African Republic,140,32312,COG,CAF
7511,Congo,178,Chad,148,10439,COG,TCD
7512,Congo,178,DR Congo,180,168387,COG,COD
7513,Congo,178,Equatorial Guinea,226,1562,COG,GNQ
7514,Congo,178,Gabon,266,3125,COG,GAB
7516,Congo,178,Benin,204,15015,COG,BEN
7517,Congo,178,Mali,466,33521,COG,MLI
7518,Congo,178,Mauritania,478,3111,COG,MRT
7519,Congo,178,Senegal,686,13109,COG,SEN
7520,Congo,178,Togo,768,2406,COG,TGO
7523,Congo,178,China,156,912,COG,CHN
7525,Congo,178,Lebanon,422,1152,COG,LBN
7528,Congo,178,Russia,643,2545,COG,RUS
7530,Congo,178,Portugal,620,1424,COG,PRT
7532,Congo,178,France,250,10198,COG,FRA
7533,Congo,178,Germany,276,571,COG,DEU
7536,Congo,178,Cuba,192,528,COG,CUB
7538,Congo,178,USA,840,163,COG,USA
7539,Congo,178,Others,2003,8361,COG,###
7555,DR Congo,180,Burundi,108,67352,COD,BDI
7556,DR Congo,180,Rwanda,646,286208,COD,RWA
7557,DR Congo,180,South Sudan,728,103594,COD,SSD
7558,DR Congo,180,Uganda,800,6776,COD,UGA
7560,DR Congo,180,Angola,24,201592,COD,AGO
7561,DR Congo,180,Central African Republic,140,368125,COD,CAF
7562,DR Congo,180,Congo,178,7108,COD,COG
7564,DR Congo,180,Sudan,729,6115,COD,SDN
7565,DR Congo,180,Others,2003,38220,COD,###
7584,Equatorial Guinea,226,Cameroon,120,1033,GNQ,CMR
7585,Equatorial Guinea,226,Gabon,266,331,GNQ,GAB
7586,Equatorial Guinea,226,Sao Tome and Principe,678,1936,GNQ,STP
7588,Equatorial Guinea,226,Nigeria,566,464,GNQ,NGA
7591,Equatorial Guinea,226,Spain,724,1658,GNQ,ESP
7593,Equatorial Guinea,226,France,250,5917,GNQ,FRA
7594,Equatorial Guinea,226,Others,2003,237591,GNQ,###
7617,Gabon,266,Burundi,108,179,GAB,BDI
7618,Gabon,266,Rwanda,646,226,GAB,RWA
7620,Gabon,266,Angola,24,1199,GAB,AGO
7621,Gabon,266,Cameroon,120,54949,GAB,CMR
7622,Gabon,266,Chad,148,4904,GAB,TCD
7623,Gabon,266,Congo,178,17698,GAB,COG
7624,Gabon,266,DR Congo,180,9660,GAB,COD
7625,Gabon,266,Equatorial Guinea,226,94354,GAB,GNQ
7626,Gabon,266,Sao Tome and Principe,678,7058,GAB,STP
7628,Gabon,266,Algeria,12,117,GAB,DZA
7629,Gabon,266,Morocco,504,774,GAB,MAR
7630,Gabon,266,Tunisia,788,241,GAB,TUN
7632,Gabon,266,South Africa,710,12,GAB,ZAF
7634,Gabon,266,Benin,204,56627,GAB,BEN
7635,Gabon,266,Burkina Faso,854,7582,GAB,BFA
7636,Gabon,266,Côte d'Ivoire,384,3679,GAB,CIV
7637,Gabon,266,Ghana,288,6900,GAB,GHA
7638,Gabon,266,Guinea,324,5396,GAB,GIN
7639,Gabon,266,Mali,466,59837,GAB,MLI
7640,Gabon,266,Nigeria,566,25938,GAB,NGA
7641,Gabon,266,Senegal,686,33087,GAB,SEN
7642,Gabon,266,Togo,768,24966,GAB,TGO
7645,Gabon,266,China,156,371,GAB,CHN
7646,Gabon,266,North Korea,408,171,GAB,PRK
7647,Gabon,266,Japan,392,31,GAB,JPN
7648,Gabon,266,South Korea,410,208,GAB,KOR
7650,Gabon,266,Israel,376,15,GAB,ISR
7651,Gabon,266,Lebanon,422,2710,GAB,LBN
7652,Gabon,266,Syria,760,29,GAB,SYR
7655,Gabon,266,Belgium,56,541,GAB,BEL
7656,Gabon,266,France,250,17428,GAB,FRA
7657,Gabon,266,Germany,276,93,GAB,DEU
7659,Gabon,266,Canada,124,314,GAB,CAN
7660,Gabon,266,USA,840,594,GAB,USA
7661,Gabon,266,Others,2003,11858,GAB,###
7681,Sao Tome and Principe,678,Mozambique,508,93,STP,MOZ
7683,Sao Tome and Principe,678,Angola,24,292,STP,AGO
7684,Sao Tome and Principe,678,Equatorial Guinea,226,118,STP,GNQ
7685,Sao Tome and Principe,678,Gabon,266,192,STP,GAB
7687,Sao Tome and Principe,678,Cabo Verde,132,1115,STP,CPV
7690,Sao Tome and Principe,678,Portugal,620,95,STP,PRT
7691,Sao Tome and Principe,678,Others,2003,50,STP,###
7857,Algeria,12,Somalia,706,11773,DZA,SOM
7859,Algeria,12,Libya,434,2364,DZA,LBY
7860,Algeria,12,Sudan,729,1623,DZA,SDN
7861,Algeria,12,Western Sahara,732,168862,DZA,ESH
7864,Algeria,12,Indonesia,360,1467,DZA,IDN
7865,Algeria,12,Malaysia,458,890,DZA,MYS
7867,Algeria,12,Iraq,368,7711,DZA,IRQ
7868,Algeria,12,Jordan,400,2296,DZA,JOR
7869,Algeria,12,Kuwait,414,1215,DZA,KWT
7870,Algeria,12,Lebanon,422,1242,DZA,LBN
7871,Algeria,12,Saudi Arabia,682,3992,DZA,SAU
7872,Algeria,12,Palestine,275,32225,DZA,PSE
7873,Algeria,12,Syria,760,8038,DZA,SYR
7874,Algeria,12,Yemen,887,2404,DZA,YEM
7877,Algeria,12,Russia,643,813,DZA,RUS
7879,Algeria,12,UK,826,810,DZA,GBR
7881,Algeria,12,Italy,380,751,DZA,ITA
7883,Algeria,12,France,250,563,DZA,FRA
7884,Algeria,12,Germany,276,789,DZA,DEU
7886,Algeria,12,USA,840,1111,DZA,USA
7887,Algeria,12,Others,2003,8519,DZA,###
7913,Egypt,818,Burundi,108,240,EGY,BDI
7914,Egypt,818,Comoros,174,2218,EGY,COM
7915,Egypt,818,Djibouti,262,223,EGY,DJI
7916,Egypt,818,Eritrea,232,32390,EGY,ERI
7917,Egypt,818,Ethiopia,231,17747,EGY,ETH
7918,Egypt,818,Somalia,706,50036,EGY,SOM
7919,Egypt,818,South Sudan,728,37915,EGY,SSD
7921,Egypt,818,Cameroon,120,327,EGY,CMR
7922,Egypt,818,Chad,148,225,EGY,TCD
7923,Egypt,818,Congo,178,228,EGY,COG
7925,Egypt,818,Algeria,12,465,EGY,DZA
7926,Egypt,818,Libya,434,2564,EGY,LBY
7927,Egypt,818,Morocco,504,979,EGY,MAR
7928,Egypt,818,Sudan,729,500000,EGY,SDN
7929,Egypt,818,Tunisia,788,507,EGY,TUN
7931,Egypt,818,South Africa,710,304,EGY,ZAF
7933,Egypt,818,Côte d'Ivoire,384,176,EGY,CIV
7934,Egypt,818,Guinea,324,200,EGY,GIN
7935,Egypt,818,Niger,562,298,EGY,NER
7936,Egypt,818,Nigeria,566,1578,EGY,NGA
7937,Egypt,818,Senegal,686,201,EGY,SEN
7938,Egypt,818,Sierra Leone,694,22,EGY,SLE
7941,Egypt,818,China,156,34659,EGY,CHN
7942,Egypt,818,Japan,392,805,EGY,JPN
7943,Egypt,818,South Korea,410,352,EGY,KOR
7945,Egypt,818,Afghanistan,4,486,EGY,AFG
7946,Egypt,818,Bangladesh,50,762,EGY,BGD
7947,Egypt,818,India,356,1141,EGY,IND
7948,Egypt,818,Pakistan,586,186,EGY,PAK
7950,Egypt,818,Indonesia,360,3074,EGY,IDN
7951,Egypt,818,Laos,418,235,EGY,LAO
7952,Egypt,818,Malaysia,458,2311,EGY,MYS
7953,Egypt,818,Philippines,608,1485,EGY,PHL
7954,Egypt,818,Singapore,702,170,EGY,SGP
7955,Egypt,818,Thailand,764,945,EGY,THA
7957,Egypt,818,Armenia,51,274,EGY,ARM
7958,Egypt,818,Bahrain,48,45,EGY,BHR
7959,Egypt,818,Iraq,368,20517,EGY,IRQ
7960,Egypt,818,Israel,376,7095,EGY,ISR
7961,Egypt,818,Jordan,400,2616,EGY,JOR
7962,Egypt,818,Kuwait,414,1064,EGY,KWT
7963,Egypt,818,Lebanon,422,1572,EGY,LBN
7964,Egypt,818,Oman,512,144,EGY,OMN
7965,Egypt,818,Qatar,634,212,EGY,QAT
7966,Egypt,818,Saudi Arabia,682,3490,EGY,SAU
7967,Egypt,818,Palestine,275,89239,EGY,PSE
7968,Egypt,818,Syria,760,156146,EGY,SYR
7969,Egypt,818,Türkiye,792,595,EGY,TUR
7970,Egypt,818,UAE,784,432,EGY,ARE
7971,Egypt,818,Yemen,887,10716,EGY,YEM
7974,Egypt,818,Belarus,112,221,EGY,BLR
7975,Egypt,818,Czechia,203,425,EGY,CZE
7976,Egypt,818,Poland,616,1970,EGY,POL
7977,Egypt,818,Russia,643,26357,EGY,RUS
7978,Egypt,818,Ukraine,804,1643,EGY,UKR
7980,Egypt,818,Denmark,208,616,EGY,DNK
7981,Egypt,818,Finland,246,236,EGY,FIN
